id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1225148350896508929,Wed Feb 05 20:05:03 +0000 2020,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Exclusive: Google kept scam fishing license ads up for months after being told about them, states say (CNN) -… https://t.co/rNMVWgQ5pE",Exclusive Google scam fishing license ads months told states CNN -…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,ResearchBuzz,False,,,,
1225148289768677376,Wed Feb 05 20:04:49 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @guntuck1: @ATTcares @ATT Sent me to collections and ruined my credit over a bill I didn't owe.  They even sent me a prepaid card at the…,Sent collections ruined credit a bill I n't owe They a prepaid card the…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,CatfishGilster,,,"guntuck1, ATTcares, ATT",Arkansas,
1225147660790685696,Wed Feb 05 20:02:19 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realDonaldTrump new name #Rehabdonnie. #ImpeachedPresident #fraud #speedfreak @DonaldJTrumpJr,,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,barncat15,,"Rehabdonnie, ImpeachedPresident, fraud, speedfreak","realDonaldTrump, DonaldJTrumpJr",,
1225147492016304131,Wed Feb 05 20:01:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @StaceyMaLaine: @JackPosobiec @Stckysheets I did ... SCHITTY gave him his orders... he’s COMPROMISED! #Blackmail #Pedogate,I ... SCHITTY gave orders ... ’ s COMPROMISED,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,ttdink50,,"Blackmail, Pedogate","StaceyMaLaine, JackPosobiec, Stckysheets",USA,
1225147294862974978,Wed Feb 05 20:00:51 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Man Set To Receive $1 Million from Home Insurer #Arrested For #Fraud

(https://t.co/nkzEm70hgx)

#california #crime… https://t.co/FxneCG8IW6",Man Set To Receive 1 Million Home Insurer For …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Crime_Voice,False,"Arrested, Fraud, california, crime",,California,
1225147157826678784,Wed Feb 05 20:00:19 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@matthewjdowd @DonaldJTrumpJr @GOP Romney is soooooo religious he was pro-choice when he wanted to be the governor… https://t.co/OsAeq1A8SJ,Romney soooooo religious pro-choice wanted governor…,"Sentiment(polarity=0.0, subjectivity=0.25)",0.0,0.25,en,0,0,dishonest_press,,,"matthewjdowd, DonaldJTrumpJr, GOP",Donald Trump's America,
1225147091241984001,Wed Feb 05 20:00:03 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @loladome1: Bored at work let me #blackmail you. Dm with an emabarrasimg picture of you on your knees. And all I want you to say is “how…,Bored work Dm emabarrasimg picture knees And I “ how…,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,2,mstakeyourmoney,,blackmail,loladome1,,
1225147078432772099,Wed Feb 05 20:00:00 +0000 2020,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","Deep Instinct made the @Forbes list of 'Top 10 #Cybersecurity Companies To Watch In 2020'! Among the orgs listed, m… https://t.co/zHwYeLrYGf",Deep Instinct made list 'Top 10 Companies To Watch In 2020 Among orgs listed m…,"Sentiment(polarity=0.25, subjectivity=0.45)",0.25,0.45,en,1,4,GuyCaspi,False,Cybersecurity,Forbes,United States,
1225146729516781569,Wed Feb 05 19:58:37 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@DonaldJTrumpJr @GOP @SenatorRomney showed true Leadership. He’s not a bankrupt, #RussianAsset, nor a #speedfreak.… https://t.co/KLPyD0XlTs",showed true Leadership He ’ s a bankrupt a .…,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,en,0,0,barncat15,,"RussianAsset, speedfreak","DonaldJTrumpJr, GOP, SenatorRomney",,
1225146283779862528,Wed Feb 05 19:56:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bexbufton33: Ramola D &amp; Andy Devine talks about #Whistleblower #Fraud #Corruption 
https://t.co/mlBc2Y1KL5",Ramola D amp Andy Devine talks,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,bexbufton33,False,"Whistleblower, Fraud, Corruption",bexbufton33,Ashford Kent,
1225145594802515969,Wed Feb 05 19:54:06 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@SenatorRomney represents everything I despise about human beings. #Fraud #SoreLoser #ExpelMitt,represents I despise human beings,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,11,6,GuidoIHernandez,,"Fraud, SoreLoser, ExpelMitt",SenatorRomney,"Coconut Grove, FL",
1225145574514708480,Wed Feb 05 19:54:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OliviaSmoking: You have 2 hours to buy a item from MY wishlist and MY sister @Domdeluxxxury 's wishlist.
Failing to comply with MY #bla…",You 2 hours buy a item MY wishlist MY sister 's wishlist Failing comply MY …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,sissy__alice,,,"OliviaSmoking, Domdeluxxxury",,
1225145485771493376,Wed Feb 05 19:53:40 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ofn ! She literally messed up a gurls eye hella bad and tried to threaten her ! #lashes #fraud #unlicensed #viral https://t.co/e86iO3TrGA,Ofn She literally messed a gurls eye hella bad threaten,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.6999999999999998,0.6666666666666666,en,0,0,MoshaaDuhh,False,"lashes, fraud, unlicensed, viral",,"Chula Vista, CA",
1225145459569766401,Wed Feb 05 19:53:34 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@LovesTheBern @DNC There should be law that mandates the long prison sentences for people who engage in election fr… https://t.co/hTWjkvsmJI,There law mandates long prison sentences people engage election fr…,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,en,16,4,EuroPleasureMac,,,"LovesTheBern, DNC",The State ,
